"Municipality","Car","Car passenger","Rail","Bus/Tram/Metro","Bicycle","Walk","gm_code"
1708,24.9185371306376,15,0,20.95,1.65897187318563,0.3,"GM1708"
1709,35.218084559104,34.6532124894233,0,0,6.91870760894161,0,"GM1709"
1711,18.9163908313983,1.2,55,0,0,0.730730061288393,"GM1711"
1714,36.3444458677346,11,0,0,1.48330654476216,0.645750494874436,"GM1714"
1719,29.8233256472457,0,45.5,0,2,0,"GM1719"
1721,21.5784021146691,17.0791566427307,0,0,0.5,0,"GM1721"
1722,19.5513495131464,0,0,0,0,0,"GM1722"
1723,3.9,0,0,0,0.7,0,"GM1723"
1724,25.2247937833962,0,0,0,3.42744546048279,1,"GM1724"
1728,5.62164480989359,0,0,0,1.1,0,"GM1728"
1729,70.3616101752623,0,0,0,7.26141708401335,0,"GM1729"
1730,21.2086545266171,19,0,20.1,2.96805692974058,0.3,"GM1730"
1731,38.5397467869244,23.4392422959654,140,0,2.95199165538573,0,"GM1731"
1734,17.1138640747212,51.3124865370615,0,5,1.0428733188484,0,"GM1734"
1735,35.5459800543546,0,0,0,4.3647331675479,0.5,"GM1735"
1740,18.1099661754743,0,0,0,0.4,0,"GM1740"
1742,22.4151451202963,35.9051913809373,0,0,2.77462097626373,0,"GM1742"
1771,19.7895351902974,0,0,17.35,8.07414168697005,3.5,"GM1771"
1773,17.1346643479608,0,0,0,0,0,"GM1773"
1774,31.6526412240807,0,0,0,7.2860112325898,0.65,"GM1774"
1783,16.8452057520914,10.2812036425033,0,14,5.61170272490419,1,"GM1783"
1842,22.9364999762796,20,0,0,4.42619377526495,0,"GM1842"
1859,21.3627263461191,24,0,11.65,3.54733464274517,1.77663516933335,"GM1859"
1876,36.4119757929567,0,0,0,4.89521379144607,0,"GM1876"
1883,16.9680314029405,12,20.5322917534981,9.02663679367211,6.30285500499564,0.706170803122176,"GM1883"
1884,26.3514523403068,10.8311933025668,0,0,2.62584508231152,1.0469980550954,"GM1884"
1891,35.0899829587506,20.8152504987752,40.6571062943012,0,4,0,"GM1891"
1892,13.4340590650059,0,15,0,3.88680016853077,0.3,"GM1892"
1894,19.2729094656234,0,0,12.3,4.56380273868182,4.4,"GM1894"
1895,29.5341479097406,42.4971233630487,48.319089092804,0,3.26556573111469,1.2,"GM1895"
1896,34.5603159139101,160,0,0,2.52838555024003,0.5,"GM1896"
1900,32.51712038459,34.6884142838013,31,21.2685355804787,2.26691238185524,0.934898027324243,"GM1900"
1901,22.2513870601304,4.5,27.3346325821543,0,2.74194758358842,4.5,"GM1901"
1903,31.9459507496983,10.6606707571313,130,0,0,0.617704875758253,"GM1903"
1904,22.2796235727201,21.6330526859465,43.2680462838752,0,4.003642690169,25,"GM1904"
1908,16.28395661428,13,0,13.1997173349443,8.56673816469834,0,"GM1908"
1911,17.9313143269105,11,0,0,12,0,"GM1911"
1916,20.7817704078569,9.13826939633276,0,5.49312939401748,6.74731184307917,0.161659649638321,"GM1916"
1926,10.6180700773306,7.78359982758725,14.5,6.50071430122627,5.20065455444004,1.31198353524878,"GM1926"
1955,22.5548631778364,0,0,0,2.24906173748611,0,"GM1955"
1987,28.7908969274213,6.2,27.991660471895,0,4.21698047008829,0,"GM1987"
