"Municipality","Car","Car passenger","Rail","Bus/Tram/Metro","Bicycle","Walk","gm_code"
236,21.4778766359372,36,25.3537030894297,0,3.21301624414292,0.4,"GM0236"
241,37.483126229452,8.79290912239606,0,0,1.94931969132855,2,"GM0241"
243,17.8324882418576,3.57584654637751,30.75,0,3.12077032107686,1,"GM0243"
244,20.3722111017654,0,0,0,4,0,"GM0244"
246,17.9356907299588,0,0,0,7,0,"GM0246"
252,11.5651645228721,19.6418757350723,0,0,4.6609320142997,0,"GM0252"
262,35.6154464138405,0,0,0,0.989358796301684,0,"GM0262"
263,21.8794630342275,7,0,0,0,0,"GM0263"
265,19.7,12.8362725964388,0,0,0,0.7,"GM0265"
267,21.0579251224827,0,0,0,4.81383851472911,0,"GM0267"
268,19.0942871285345,6.32998935393723,47.4414697508643,6,4.62820135097136,1.2818680847481,"GM0268"
269,36.8572471568427,15,200,0,3.79702552651994,0,"GM0269"
273,27.9571325194595,2,0,0,3.18261159210969,0,"GM0273"
274,40.1784791132917,0,129.25,0,3.83615119294107,0.69779094909322,"GM0274"
275,15.943774822675,6,0,3,6.82641677416234,0.8,"GM0275"
279,23.8038703151981,10,0,0,1.60570219140692,0,"GM0279"
281,24.5630622857859,0,0,0,5.40151480731191,0,"GM0281"
282,15.8984136370018,6.9,0,8,6,0.8,"GM0282"
285,24.9745774589475,39.7762993785638,0,0,3.37474442268668,0,"GM0285"
289,20.3994914678513,0,0,11.25,3.86873369942595,1.25,"GM0289"
293,41.792877861336,6,65,9.6,1.5,0,"GM0293"
294,15.1653219315853,0,0,0,2.65503005576503,0,"GM0294"
296,18.6810829160119,8.30997475316106,11,0,2.05886299273609,0,"GM0296"
297,28.7262694992169,10.1,19,0,3.37160307960963,0,"GM0297"
299,29.6379911673676,5,0,0,2.21287221729941,0,"GM0299"
301,28.4131433971717,0,0,0,4.15000960419452,0.3,"GM0301"
302,40.4693382138065,27.8184045013505,0,0,2.63338526086326,0,"GM0302"
303,34.3305684493627,43.8598769186629,67.1825885455395,18.7,2.60353240296288,2.5,"GM0303"
304,17.2876333547599,0,0,0,1,0,"GM0304"
307,32.7848310492806,49.6929874677952,31.4596529251999,9.51378799467247,4.16413283818728,1.18302898230971,"GM0307"
308,34.2902133649209,5.75011038532241,0,0,6.41407677155605,0,"GM0308"
310,27.966731868898,15.8669318089872,49.5891206767356,0,4.14789349999839,0.5,"GM0310"
312,14.1974145518551,15,0,15,1.79281841516814,0,"GM0312"
313,22.57909264634,36.4260677519187,46.2,0,3,0,"GM0313"
317,23.6357845594273,0.5,0,0,0,0.5,"GM0317"
321,25.9666638662354,0,22.725534849401,21.8157332696048,4.28057626120065,0.1,"GM0321"
327,35.2354261268937,0,83.45,0,1.61184500899874,0,"GM0327"
331,47.4776507198851,0,75.75,20.45,5.62446953438363,0,"GM0331"
335,25.7157636966198,0,0,0,3.92886408378514,0,"GM0335"
339,23.3343747206143,0,35,0,10,0,"GM0339"
340,17.4267694093749,0,0,0,13.1269895159207,0,"GM0340"
342,14.7483076116848,0,32.9045252432172,0,3.29731857863543,0.840973292450769,"GM0342"
344,27.6993291232027,17.427501774974,44.5057497377466,9.42246258475807,4.01557024592579,0.781348187597386,"GM0344"
345,24.8300111264836,0,33.3700096988253,0,2.10702547818563,20.05,"GM0345"
351,24.6012330875068,0,0,0,0,26,"GM0351"
352,49.726236945995,0,0,7.5,0.5,0,"GM0352"
353,25.6403987810749,0,0,0,1.84904704747897,0,"GM0353"
355,29.063490278302,16.7936240131499,0,10.1,4.06392629254698,0.461466944823862,"GM0355"
356,20.6472115321739,9.6505294580035,47.9260498388938,8.33069028098455,3.71784488194848,0.3,"GM0356"
358,11.6528810038856,0,51.5,17.75,1.14859043981805,0,"GM0358"
361,19.7516562908782,47.3887140678331,37.5427015381337,12,4.01257747952989,1.36688686571311,"GM0361"
362,24.765184161632,9.31829791488696,0,11.0746196958649,5.84779542474818,0,"GM0362"
363,24.6135326058965,38.0986443470258,36.3555105481613,9.75762799272888,4.55238977991188,0.838289277475157,"GM0363"
365,24.786352970752,0,60,0,0,0,"GM0365"
370,9.72231989588142,0,0,0,0,0,"GM0370"
373,25.654208576665,7.6386099913739,0,0,17,0,"GM0373"
375,29.7943306138104,25,38.1834950564799,0,2.40230867752101,1.5,"GM0375"
376,14.3337644844599,6,0,0,4,0,"GM0376"
377,16.7371707434198,0,26.45,0,6.15205304818897,0,"GM0377"
381,21.3184857663141,0,28.1926235658359,0,2.01902755303643,0,"GM0381"
383,33.4164146111305,0,31.0657031438846,0,6.45549731109596,0.3,"GM0383"
384,40.0895997171051,12,23.9651318667651,0,6.922197504352,3,"GM0384"
385,16.4684496589681,50,0,25.2683496147488,2.40435302089705,0.1,"GM0385"
388,16.7661919319255,40,51.121439417404,0,2.83101441264567,0,"GM0388"
392,22.1693789392621,18.6360229184434,34.3318543435953,19.9179030707904,3.0312995108422,3.16186336165653,"GM0392"
393,12.9236079087079,0,0,0,11.4171506546848,0,"GM0393"
394,21.8265207250976,38,26.4165224713289,16.8830102964873,6.08811995085438,0,"GM0394"
395,15.7658681636818,0,0,0,0,0.1,"GM0395"
396,18.8069480421588,18,34.5699705374743,0,4.48894892278805,0,"GM0396"
397,18.1982360893829,0,36.7862285389921,0,4.34701272324553,0,"GM0397"
398,17.7624525562569,0,36.6069334913678,10.7067328578005,4.62969146009022,0,"GM0398"
399,35.6085709469152,45,28.75,0,3.80825088909374,0.5,"GM0399"
400,15.1024254247773,44.6232915888992,58.4004205555021,0,3.84464292581185,2.89441589571804,"GM0400"
402,20.998890483906,39.1515094130291,36.7024571742769,0,1.88285642294012,1.49566900164223,"GM0402"
405,28.615055751281,22.8831952598032,51.1788158722546,13.4,2.90013832141247,1.65,"GM0405"
406,21.5663978118076,0,0,17,9.99743216199985,3.40207546648794,"GM0406"
415,12.8776472464383,0,27.9,0,10.103997820144,0,"GM0415"
416,28.0709787573835,8,0,0,4.96685236160122,0,"GM0416"
417,10.3568824746184,10.1,0,0,1.71795734452386,0,"GM0417"
420,30.0007301096649,32.6290960390419,0,0,8.2942815776506,0,"GM0420"
424,35.9729378868975,0,0,0,0,0,"GM0424"
425,30.4,21.3871687498228,12,0,5.19123659962398,0,"GM0425"
431,20,0,0,0,5.09237959131228,0,"GM0431"
432,31.53747696857,45,45,0,3.83347273056892,0,"GM0432"
437,35.8013354880987,0,30,9.05,2.73533014856907,0,"GM0437"
439,25.4096767815021,18.9059451255699,25.204314250526,16.8524867820192,5.71368007035841,0.368282597766161,"GM0439"
441,22.1498167409543,0,0,0,1.63002855633064,0,"GM0441"
448,28.0732071427248,55,0,0,2.66180940582096,0.4,"GM0448"
450,12.9890133652545,0,32.95,0,8.33333333333333,0,"GM0450"
451,21.7532787041866,0,0,0,2.58426100666791,3,"GM0451"
453,22.4764462313481,0,35.3501631686287,0,4.33453801629723,18.2666666666667,"GM0453"
457,12.6618064035514,20.2,23.4,0,0,1.5,"GM0457"
458,5.5,0,0,0,9,0,"GM0458"
473,20,0,0,0,8.85126147261718,0.3,"GM0473"
476,15.8408614340853,0,0,0,9,0,"GM0476"
478,32.0148028218917,0,0,34.5,0,0,"GM0478"
479,18.0676225367959,26.7627378106359,24.4184435306547,2.5,5.08399432555015,0.675365941577605,"GM0479"
482,22.4904325398161,12.5257846611083,0,7,2.27257968148349,1,"GM0482"
484,26.5381246538683,18.0742208934095,27.6460589434148,0,2.3942047725666,0.566666666666667,"GM0484"
489,32.2869462760748,10,15.1,0,4.6069767047042,0,"GM0489"
491,12.5080322170045,0,0,0,2.5,0,"GM0491"
498,12.6372569890347,65,60.5247561137298,0,4.66597374759926,0.2,"GM0498"
499,22.509119770864,0,30.55,0,0.2,0,"GM0499"
501,20.2792799760258,0,0,11.4,1,0,"GM0501"
502,32.0874359153881,5,38.7716950194015,11.2375237884359,6.98634465802768,0.733108883719394,"GM0502"
503,14.1711512212075,33.6724844414979,39.0778507698269,12.8940214590007,4.27633478947189,1.09063925429921,"GM0503"
504,16.6111270273379,0,0,0,0.5,0,"GM0504"
505,27.7219343856543,1.8,40.7664713103773,3.24792760034618,6.37684051142176,0,"GM0505"
511,28.1523146353523,0,0,18,0,0,"GM0511"
512,28.2493472645217,0,73.5238319122765,0,0,0.578146110461008,"GM0512"
513,26.0953273982536,80.4358170330234,49.3419801621582,8,2.81453348114053,0,"GM0513"
518,25.4404507841142,14.9204877746759,60.7278605125647,7.12479871709664,4.05132430000618,0.89057493567927,"GM0518"
523,15.5635384362378,0,0,0,6,0.8,"GM0523"
530,18.0803121303281,0,0,0,3.87080065690599,0,"GM0530"
531,24.2184629250295,29,0,0,6.77229899955082,1,"GM0531"
532,38.9395726051244,0,27.5292372951707,0,5.30112801299025,0,"GM0532"
534,29.2327329597243,0,0,0,7.81610719824976,0,"GM0534"
537,16.8398099112793,30,0,0,4.13507499305176,0,"GM0537"
542,13.9864454953478,5.86666666666667,0,0,4.94629752826159,0,"GM0542"
545,23.5012252356598,4,0,0,4.90707383303927,0,"GM0545"
546,19.2190850486642,0,37.3788514199368,4.97689903178088,3.36342481577686,0.611766472452667,"GM0546"
547,13.4399397422007,40,39.1065797389826,0,5.86195483167461,0,"GM0547"
553,27.3715245240515,0,0,0,3.99020092703428,0,"GM0553"
556,15.0411786594027,25.7073486683073,20.1842580749266,0,4.53069462607545,0,"GM0556"
559,16.7439407923221,0,0,0,1.78185057201427,1,"GM0559"
568,51.8453427996075,0,0,25.7,0.5,0,"GM0568"
569,21.7307912179519,20.8114423349708,0,0,3.30635610455285,0.5,"GM0569"
571,39.2757421840918,0,0,21,0.5,0,"GM0571"
575,11.0782823183716,0,25.3,30,2.36612369397906,41,"GM0575"
576,14.2551960535889,11.9345054715959,35.45,0,8.7,0,"GM0576"
579,35.9319254072764,0,34.259221277319,5,2.40627257589591,0.2,"GM0579"
580,36.8002163320806,3.6,0,0,1.60926369757831,0,"GM0580"
584,23.5398138793221,0,0,30,2.87313123612744,0,"GM0584"
585,26.2669138374817,15.7621865080207,81.5049694556698,0,0.3,0,"GM0585"
588,11.8312746475691,0,0,0,17,0,"GM0588"
589,14.427291749893,0,0,0,7.48366822692659,0,"GM0589"
590,21.5935928192788,0,60,0,2.96804163018511,0,"GM0590"
597,52.6729766735482,0,0,11.9,8.76355112071745,0.686416564435849,"GM0597"
599,24.0626855551208,17.0130029708229,46.1253712144912,12.9734267168218,5.47379167222547,0.975707119069309,"GM0599"
603,14.8631468046457,5,43.4785071072264,0,4.71030123573118,17.8894278424847,"GM0603"
606,19.4411873982638,12.6727196863248,0,7.1,3.70327936986863,0.23760437118896,"GM0606"
608,31.8504499830513,49.7,0,15,1.75099307930914,0,"GM0608"
610,15.700997648536,0,0,0,1.23544988087004,0.5,"GM0610"
611,20.2021365695743,0,0,23.5,0,0,"GM0611"
612,22.689494110767,19.3327157270476,0,26.2739047745706,8.50432673903474,0,"GM0612"
613,14.0183797237224,13,0,0,2.7,0,"GM0613"
614,30.5502003141524,9,0,0,1.1572099665667,0.5,"GM0614"
617,27.0461875291088,0,0,0,1.44588855152245,0,"GM0617"
620,18.933271355312,28.2997881845661,45.2,0,2.22758178259937,0,"GM0620"
622,14.7420619584679,4,13.9336235509213,14.3709602821757,3.51150448063158,0.53698295746238,"GM0622"
623,16.5978336177138,0,0,0,0.5,0,"GM0623"
626,34.2981594430695,1.93333333333333,11.8,0,9.8559384865004,0,"GM0626"
627,24.5315606956765,14.5,0,0,0,0.1,"GM0627"
629,18.9290109028336,45,0,10,5,0,"GM0629"
632,21.5360896201168,10,41.6960908277905,0,3.67466999588548,0.702311230824756,"GM0632"
637,19.9526938796007,10.583098622075,48.4890722604328,12.8836280065553,4.46133012758003,3.89058114633063,"GM0637"
638,21,0,0,0,0.8,0,"GM0638"
642,22.7431253957415,8,19.1556821089686,0,4.3532155766756,0.972475609740844,"GM0642"
643,23.9916855955085,0,0,71.3,2.55770055829046,0,"GM0643"
644,16.3680900964552,0,0,18,0.5,0,"GM0644"
653,24.7788484356207,27.6529478072069,120,22.1,5.51372883334396,2.64430750351477,"GM0653"
654,37.2495084932596,5.34209437825255,55.6,20.4,3.81232705505307,3.2,"GM0654"
664,28.1692655275431,19.0608655207117,24.65,0,2.5867827408375,0,"GM0664"
668,28.0654379752327,0,0,0,1.40874240963278,0,"GM0668"
677,21.8798274273263,24.946049070213,126.3,20,3.69678780014582,0.472419258642698,"GM0677"
678,32.9573748853898,90,0,0,2.831395850777,0.8,"GM0678"
687,20.59186792243,12.2258350131576,144.319831062443,0,3.7183574008275,0.846691225686579,"GM0687"
689,16.3445470660973,0,0,0,0,0,"GM0689"
693,17.358765978018,16.8806676671547,0,65,0.706366057210249,0.1,"GM0693"
694,8.85145613556835,21,0,0,10,0,"GM0694"
703,21.3953174199331,9.78643529324809,62.9825465191575,0,2.55259701606526,2,"GM0703"
707,26.3186531478053,7,0,0,0,0,"GM0707"
715,19.4602714928755,22.5958883518173,0,34.1278492027908,3.84211019345769,1.37711879394195,"GM0715"
716,31.0459580644367,9.16007616414449,101.95,22.215324178166,2.55279003505045,6.04462435217228,"GM0716"
717,24.0051104042713,19.1371138140913,0,11.4478458800229,4.89927029919456,0,"GM0717"
718,26.4157883178166,6.58176252019444,30.8,10.8,3.49808422825051,1.78416366653586,"GM0718"
733,30.3130189833079,0,0,0,0,0,"GM0733"
736,24.5460078017902,0,0,0,2.29632664720014,0.580547097478146,"GM0736"
737,20.0375410573,2,42.9,0,7.87218585797151,0,"GM0737"
738,22.9568841747884,0,0,0,12.7875085776994,0,"GM0738"
743,12.1399695858109,0,0,0,14,0,"GM0743"
744,32.3283920611015,0,0,0,0,0,"GM0744"
748,23.9027495209638,0,90,7,1.49210231491947,0.2,"GM0748"
753,18.5483927850736,12.1333333333333,22.5,0,6.49774388326013,1.08593869949291,"GM0753"
755,14.9483265201911,0,0,0,4.03862671843396,0,"GM0755"
756,13.9998140738431,25,0,0,17,0,"GM0756"
757,24.6506236557246,0,23,0,3.23582804449297,0,"GM0757"
758,22.4570780526663,18.2506710791086,54,15.85,3.42169323663846,0.880391893826245,"GM0758"
762,22.007428023062,0,0,0,2.67233298040101,0,"GM0762"
765,33.9109677616282,0,45,0,10.8200471711996,0,"GM0765"
766,19.6574626008972,16,0,0,4.69456471066406,0,"GM0766"
770,17.3170752292398,10.1,0,0,0,1,"GM0770"
772,16.2569936349624,3.29879972558953,60.7958155482633,11.1118588327622,5.00064319274361,0.727731732007634,"GM0772"
777,16.4859894242407,75,80.6169099748777,0,3.67990710031388,1,"GM0777"
779,37.8953864146634,43.5610270441069,0,0,3.5,0,"GM0779"
784,18.7331427248579,0,44.723848680268,0,0,1.75,"GM0784"
785,14.3417354818948,117,0,0,1.95639496980102,1.86666666666667,"GM0785"
786,18.2492227647007,15,0,6.8,2.92995363287844,0,"GM0786"
788,16.2031987978703,0,0,0,4.49884010615742,0,"GM0788"
794,17.0378960140482,23.2992270105038,51,0,4.14959745414049,0.1,"GM0794"
796,24.5956267289945,34.6644746888863,36.4,0,3.64398612867051,0.3,"GM0796"
797,10.4991977141478,0,0,0,2.78135099940401,20,"GM0797"
798,28.2996741712875,3.6,0,0,3.6,0,"GM0798"
809,21.2361718890093,0,0,0,7.83711845512209,0,"GM0809"
815,34.0314194202322,0,0,0,0,0,"GM0815"
820,39.0215163407518,0,0,0,2.59843356591415,0,"GM0820"
823,15.3166328069056,0,0,0,2,0,"GM0823"
824,25.1419260231087,0,0,0,3.14166833798135,0,"GM0824"
826,32.5813757077115,10.9160226914991,0,0,3.62903465095137,0,"GM0826"
828,28.8875082872552,4,48.8445171415815,0,2.74551766641167,0.377556434488516,"GM0828"
840,27.4394561136567,0,0,0,0,0,"GM0840"
844,13.309367602414,0,0,0,2.15194689841267,0,"GM0844"
845,12.6061848787576,105,124.8,0,5.37809622644335,0.1,"GM0845"
846,17.5807899174275,38,0,0,0,0.8,"GM0846"
847,14.4361975188985,0,0,0,2.53041498950139,0.194368386773939,"GM0847"
848,30.6199984618318,0,0,0,1,0,"GM0848"
851,19.2910201480886,15,0,20,2,0,"GM0851"
852,32.9284822953775,0,0,15.7,2.43670689644422,1.7,"GM0852"
855,24.3975674383518,24.2827194103914,76.755003851387,0,7.32931285253216,1.15464867132477,"GM0855"
856,19.4155527463915,0,0,0,6.07269766981728,0.5,"GM0856"
858,31.3720156635131,0,0,0,3.4618708745042,0.269424292293224,"GM0858"
860,18.6077543751848,13,0,23.9,2.8064016211517,0,"GM0860"
861,19.8346091706129,0,0,0,1.93868001290822,0,"GM0861"
865,25.2747401940072,0,52.1916934924901,0,1.5,0.2,"GM0865"
866,40.0398889084113,5,134.6,0,3.57691683080061,0,"GM0866"
867,38.7818412766748,4,0,0,3.0956629914906,0,"GM0867"
870,25.6795237970158,27.5,0,0,8.12083262691044,0,"GM0870"
873,11.075863351177,0,0,0,12.77443103774,0,"GM0873"
874,7.8,0,0,0,0,0,"GM0874"
879,13.1810915435833,0,0,0,5.58911649014513,0,"GM0879"
880,17.5064905112112,0,0,0,3.77531295661654,0,"GM0880"
881,19,15,0,0,0,0,"GM0881"
882,10.8402625976043,0,0,0,9.07253955672338,1.47458097635058,"GM0882"
888,14.6185655423651,0,0,0,2.5433541411511,0,"GM0888"
889,34.0061003387458,0,0,0,1.78177246758988,0,"GM0889"
893,14.1495769834778,24,0,10.4,0,0.6,"GM0893"
899,15.3975429558279,0,0,0,3.58283465418401,1,"GM0899"
907,12.1609460678675,9.64962237654185,0,0,4.5,0,"GM0907"
917,17.9689049618107,12.8414950604925,0,6.91743615425513,2.77925608114306,0.68792431134953,"GM0917"
928,8.22959681373479,0,5.9,17.0682429870255,3.58108459461048,0.4,"GM0928"
935,17.1145554252864,11.1579314080154,24.2021103666076,0,4.29373402301034,2.53075128774966,"GM0935"
938,18.7164224683406,5.1,100.471626349271,0,7.91832051169469,0,"GM0938"
944,10.5,0,22.25,0,4.49640561368282,0,"GM0944"
946,16.7357499361436,0,0,0,6.41857394693386,1,"GM0946"
951,16.4523074213544,15.3539887138793,0,0,1.4,1.70503951300665,"GM0951"
957,15.6985591282474,54.1,88.4949712884345,0,1.79270815807892,0.1,"GM0957"
962,9.95277323719777,4.5,0,0,2,0,"GM0962"
965,18.5806949229934,0,0,0,0,0,"GM0965"
971,19.810470391447,0,0,0,3,0,"GM0971"
981,23,0,0,0,3.50852061844685,1,"GM0981"
983,14.3271678037803,24.8934251705187,28.8,62.9,2.87652709121684,0.8,"GM0983"
984,22.983058665061,18,40,0,3.14924728466825,0.1,"GM0984"
986,13.1952466084968,0,0,0,4.36883338888794,0,"GM0986"
988,16.8736668865252,5,0,0,4.96926934942726,3.01643619462296,"GM0988"
994,12.6423524285737,0,0,0,8.15680609830451,4.03704708719144,"GM0994"
995,36.8718406384359,17.3161887993835,54.7073898202011,29.0009272181727,4.3222692072652,0.621507069831057,"GM0995"
1507,18.9194174057217,0,0,0,3.77159944888205,0.754920886277253,"GM1507"
1509,17.0937445120712,0,0,0,4.31877306214483,0,"GM1509"
1525,19.3622974521332,8.3,30.0767629333749,0,2.17943586911212,4.4,"GM1525"
1581,23.6244274094947,0,0,0,6.35528875272959,0.948639138177678,"GM1581"
1586,20.3840688387467,6,0,0,2.1430418826808,0.5,"GM1586"
1598,12.4149461376768,25,55.5,0,2.6318796391328,0.1,"GM1598"
1621,31.2153170757,65,50,9.41584590718396,4.96676233818402,0.1,"GM1621"
1640,17.8875276418904,17.35,0,0,11.2265333017875,0.2,"GM1640"
1641,23.8413034341567,10,0,0,3,0,"GM1641"
1651,20.7840508147446,12,0,0,2.55297382603395,2,"GM1651"
1652,21.2137397841567,16.9353490840843,0,0,5,11,"GM1652"
1655,17.1111654667308,5.5,0,5,5.36675871883984,1.57623130396367,"GM1655"
1658,16.7489550236813,0,0,0,1,0.1,"GM1658"
1659,21.5735648070997,33,0,0,2.87271198395893,0,"GM1659"
1663,14.4845241383886,0,37.2,0,1.3958181563703,0,"GM1663"
1667,11.0105692630758,0,0,0,4.72733723565997,0,"GM1667"
1669,17.7255021468346,7,0,0,7.91661758804963,0,"GM1669"
1671,25.6769365781095,0,0,0,0,0,"GM1671"
1672,13.398935535704,0,0,0,5.67485903974635,0,"GM1672"
1674,20.503492052129,27.2946346738483,0,0,2.57471174974254,1.90533533945807,"GM1674"
1676,42.456454659487,8,0,0,2.4661023502892,0.259356313354041,"GM1676"
1680,26.7252284981983,0,135.2,0,2.69954949468275,3.8,"GM1680"
1681,19.6184214053118,4.9,0,0,3.84438944183661,1.06566463953414,"GM1681"
1684,55.2326083289835,3,0,0,5,0,"GM1684"
1685,39.1189787847642,0,0,0,1.36576733740719,0,"GM1685"
1690,27.8935061982396,14.5575748893444,42,0,5.59389395207552,0,"GM1690"
1695,51.934642885761,0,0,0,0,0,"GM1695"
1696,19.4952663573887,0,0,0,2.13114888449615,0.1,"GM1696"
1699,27.9356206729794,31.812285222124,0,23.2181780658621,6.68982428691954,2.5,"GM1699"
1700,27.4842127679867,50,23,0,0.863879190015638,0.1,"GM1700"
1701,45.041657501422,2,0,0,3.54727387212021,0,"GM1701"
1702,17.3974887700002,0,0,0,2.65729972789055,0,"GM1702"
1705,43.0516769709119,8,0,16,3.32801339602802,1,"GM1705"
1706,44.6826039059522,75,0,0,2.5,20,"GM1706"
